text,labels
"<exercice>
  <consigne>
Pour chaque mot, entoure en bleu le préfixe et en rouge le suffixe.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. impardonnable ◆ démontage ◆ réinvestissement</li>
     <li>b. décongélation ◆ répartition ◆ anticonstitutionnel</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Recopie uniquement les phrases justes.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Deux mots qui ont presque le même sens sont des synonymes.</li>
     <li>b. Dans une phrase, on peut remplacer un mot par son synonyme.</li>
     <li>c. Un mot ne peut pas avoir plusieurs synonymes.</li>
     <li>d. Le synonyme d’un verbe est un verbe.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CochePhrase
"<exercice>
  <consigne>
Classe en deux colonnes les synonymes de grand et de bizarre.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
géant ◆ curieux ◆ drôle ◆ haut ◆ élevé ◆ étonnant ◆ gigantesque ◆ étrange ◆ inattendu ◆ insolite

  </enonce>
<rest>

</rest>
</exercice>",Classe
"<exercice>
  <consigne>
Associe les synonymes entre eux.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
couper murmurer chuchoter hurler laver trancher crier dévorer manger éclairer illuminer nettoyer

  </enonce>
<rest>

</rest>
</exercice>",Associe
"<exercice>
  <consigne>
Écris les listes de synonymes sans intrus.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. rage ◆ colère ◆ hargne ◆ fureur ◆ jalousie</li>
     <li>b. observer ◆ jouer ◆ s’amuser ◆ se distraire</li>
     <li>c. aimer ◆ adorer ◆ apprécier ◆ émettre</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CacheIntrus
"<exercice>
  <consigne>
Il y a trois synonymes dans cette liste, recopie-les.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
un ami ◆ un camarade ◆ un élève ◆ un copain ◆ un parent ◆ un cousin ◆ un enfant

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Relève dans ce texte les synonymes du verbe voir.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
Ce matin, papa est venu me réveiller alors qu’il faisait encore nuit. Il m’a chuchoté à l’oreille : « Mon grand, si tu veux avoir une chance d’apercevoir des cerfs ce matin, il faut vite te lever. » J’ai bondi hors de mon lit. Puis, nous avons rejoint en forêt notre poste pour observer les cerfs. Nous les entendions bien mais je ne distinguais rien. Puis j’ai aperçu deux magnifiques bêtes. M’ont-elles regardé ou ai-je rêvé ? Mon père m’a doucement secoué : « Eh mon gars, ne t’endors pas. »

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Dans ces phrases, remplace le verbe dire par un synonyme de la liste.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
répéter ◆ répondre ◆ raconter ◆ expliquer
   <ol>
     <li>a. Tu n’arrêtes pas de dire la même chose !</li>
     <li>b. Je vais leur dire ce qu’il fallait faire.</li>
     <li>c. Quand on lui a demandé son sport préféré, il n’a pas su quoi dire.</li>
     <li>d. Leur père aime leur dire une histoire tous les soirs.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Pour chaque expression, remplace l’adjectif par un synonyme.
  </consigne>
  <modele>
un soleil éblouissant ➞ un soleil radieux un soleil magnifique
  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. un bâtiment très laid</li>
     <li>b. un immeuble gigantesque</li>
     <li>c. un enfant heureux</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Trouve un synonyme pour chaque mot en gras.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Les enfants sages ont reçu une récompense.</li>
     <li>b. La peur l’a fait s’enfuir à toutes jambes.</li>
     <li>c. Les trois petits cochons ont construit une maison solide.</li>
     <li>d. Vous prendrez votre voiture pour nous rejoindre.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformePhrase
"<exercice>
  <consigne>
Écris les phrases suivantes en remplaçant les adjectifs en gras par les adjectifs de la liste.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
adulte ◆ gigantesque ◆ superbe ◆ élégant ◆ large

  </enonce>
<rest>
N’oublie pas l’accord des adjectifs. a. Nous visiterons ce vaste pays. b. Ces statues sont magnifiques. c. Quel métier feras-tu quand tu seras grand ? d. Ce pantalon est trop grand pour moi. e. Choisis des couleurs assorties, tu seras plus beau.
</rest>
</exercice>",RCDouble
"<exercice>
  <consigne>
Remplace les mots en gras par un synonyme moins familier.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Il a organisé une fête avec tous ses potes.</li>
     <li>b. Fonce, on va être en retard à l’école.</li>
     <li>c. Il a la frimousse barbouillée de chocolat.</li>
     <li>d. Je n’ai jamais eu la frousse de voyager en avion.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RCDouble
"<exercice>
  <consigne>
Le chien de Karim a déterré un coffre étrange dans le jardin. Karim voudrait le dire à son frère, mais il n’est pas seul. Imagine ce qu’il pourrait dire à son frère sans prononcer le mot
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
coffre. Utilise des synonymes.
</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Recopie uniquement les phrases justes.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. L’antonyme d’un adjectif est aussi un adjectif.</li>
     <li>b. Les préfixes dé-, in-, mal- indiquent le contraire.</li>
     <li>c. Le préfixe re- indique le contraire.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CochePhrase
"<exercice>
  <consigne>
Associe le mot de la liste qui est l’antonyme du mot en gras.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. embellir : enfouir ◆ enlaidir ◆ endurcir</li>
     <li>b. alléger : allonger ◆ annoncer ◆ alourdir</li>
     <li>c. emménager : déménager ◆ emmagasiner ◆ s’installer</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Associe
"<exercice>
  <consigne>
Dans chaque liste, un mot n’est pas l’antonyme du mot en gras. Écris les listes sans intrus.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. joyeux : triste ◆ maussade ◆ simple ◆ sombre</li>
     <li>b. dur : mou ◆ tendre ◆ jovial ◆ souple ◆ moelleux</li>
     <li>c. propre : salé ◆ taché ◆ sale ◆ malpropre ◆ sali</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CacheIntrus
"<exercice>
  <consigne>
Recopie les couples de mots antonymes.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
avancer ◆ cru ◆ reculer ◆ cuit ◆ allumer ◆ inconnu ◆ éteindre ◆ connu

  </enonce>
<rest>

</rest>
</exercice>",Classe
"<exercice>
  <consigne>
Écris l’antonyme de ces mots.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
devant ◆ après ◆ sur ◆ dehors ◆ droite ◆ loin ◆ dessous ◆ beaucoup ◆ souvent ◆ toujours

  </enonce>
<rest>

</rest>
</exercice>",TransformeMot
"<exercice>
  <consigne>
Écris l’antonyme de ces verbes.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
partir ◆ murmurer ◆ interdire ◆ refroidir ◆ aimer ◆ allumer ◆ réussir ◆ vendre ◆ grossir ◆ enterrer

  </enonce>
<rest>

</rest>
</exercice>",TransformeMot
"<exercice>
  <consigne>
Relie chaque adjectif à son antonyme.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. travailleur 1. infidèle</li>
     <li>b. patient 2. idiot</li>
     <li>c. fidèle 3. orgueilleux</li>
     <li>d. sage 4. paresseux</li>
     <li>e. modeste 5. impatient</li>
     <li>f. intelligent 6. désagréable</li>
     <li>g. aimable 7. désobéissant</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Associe
"<exercice>
  <consigne>
Forme des antonymes avec les préfixes suivants.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
in- dé- mal- bloquer ◆ honnête ◆ supportable ◆ heureux ◆ habituel ◆ discret ◆ désirable
</rest>
</exercice>",CM
"<exercice>
  <consigne>
Complète les phrases avec les mots de la liste auxquels tu auras ajouté le préfixe im-, mal- ou dé-.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
adroit ◆ prudent ◆ poli ◆ coudre
   <ol>
     <li>a. Quel …, il a traversé la rue sans regarder !</li>
     <li>b. Le bébé … trébuche en faisant ses premiers pas.</li>
     <li>c. J’ai mal cousu ce bouton, il faut tout … .</li>
     <li>d. C’est vraiment … de mettre les doigts dans son nez.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Écris l’antonyme en changeant le préfixe des mots en gras.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Le soleil apparaît entre les nuages.</li>
     <li>b. Le chien enterre un os dans le jardin.</li>
     <li>c. Le grenier est embarrassé.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformePhrase
"<exercice>
  <consigne>
Remplace chaque mot en gras par un antonyme de la liste.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
arriver ◆ enrouler ◆ intérieur ◆ long
   <ol>
     <li>a. Les ballons sont interdits à l’extérieur !</li>
     <li>b. Dis-nous l’heure à laquelle tu penses partir.</li>
     <li>c. Le marchand de tissu choisit de dérouler ses tissus pour mieux les présenter.</li>
     <li>d. Il préfère porter un pantalon court.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Transforme ces phrases en remplaçant les mots en gras par leur antonyme.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Les légumes crus sont très bons pour la santé.</li>
     <li>b. Notre magasin est ouvert tous les dimanches.</li>
     <li>c. Toutes les réponses de son exercice sont justes.</li>
     <li>d. Mon ordinateur est un modèle récent.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RCDouble
"<exercice>
  <consigne>

  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
À l'oral Décris ces deux personnages en utilisant le plus d’antonymes possible.
</rest>
</exercice>",RCImage
"<exercice>
  <consigne>
Aide Lisa à réécrire sa petite annonce pour qu’elle ait une chance de trouver un acheteur.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
Je vends une bicyc lette rouge usée, en très mauva is état. Les pneus sont dégon flés, la selle incon forta ble, les frein s hors d’usa ge. Le prix deman dé est exorb itant mais je suis prête à négoc ier.
</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Recopie les mots de la liste en associant deux par deux ceux qui veulent dire la même chose.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
se grouiller ◆ cavaler ◆ piquer un roupillon ◆ rigoler ◆ dormir ◆ courir ◆ se dépêcher ◆ rire

  </enonce>
<rest>

</rest>
</exercice>",Classe
"<exercice>
  <consigne>
Associe les mots qui veulent dire la même chose
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
un boulot un livre un bouquin une moto une bécane des chaussures des godasses un travail

  </enonce>
<rest>

</rest>
</exercice>",Associe
"<exercice>
  <consigne>
Écris chaque liste sans intrus.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. drôle ◆ amusant ◆ nul ◆ hilarant ◆ divertissant</li>
     <li>b. casse-pied ◆ ennuyeux ◆ fâcheux ◆ désobligeant ◆ marrant</li>
     <li>c. agréable ◆ aimable ◆ attentionné ◆ sympa ◆ gracieux</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CacheIntrus
"<exercice>
  <consigne>
Classe les mots dans le tableau selon leur niveau de langue.
  </consigne>
  <modele>

  </modele>
  <noteSC>
Aide-toi d’un dictionnaire
  </noteSC>
  <enonce>
piger ◆ soulier ◆ casse-pied ◆ chaussure ◆ se vanter ◆ se restaurer ◆ ennuyeux ◆ comprendre ◆ manger ◆ discerner ◆ bouffer ◆ godasse ◆ fâcheux ◆ crâner

  </enonce>
<rest>
familier courant soutenu
</rest>
</exercice>",Classe
"<exercice>
  <consigne>
Choisis le mot de langue courante correspondant au mot de langue soutenue.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
Je déguste ce plat. (mange/cuisine)

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Pour chaque mot de langue familière, trouve un mot de langue courante.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
gosse ◆ chouette ◆ pote ◆ sympa

  </enonce>
<rest>

</rest>
</exercice>",TransformeMot
"<exercice>
  <consigne>
Remplace chaque mot en gras par un mot de langue courante.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Martin s’est gouré de numéro de téléphone.</li>
     <li>b. Ces mômes sont terribles.</li>
     <li>c. Nino a gagné à la loterie, quel pot il a !</li>
     <li>d. Ce film est vraiment nul.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RCDouble
"<exercice>
  <consigne>
Utilise chacun des mots pour écrire trois phrases : d’abord en langue familière, puis en langue courante et enfin en langue soutenue.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
cavaler se sauver s’enfuir

  </enonce>
<rest>

</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Trouve à quelle illustration chaque mot correspond.
  </consigne>
  <modele>

  </modele>
  <noteSC>
Aide-toi d’un dictionnaire
  </noteSC>
  <enonce>
des guibolles la frimousse le pif

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>

  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
À l'oral Dans la rue, tu trouves un billet de dix euros. Imagine une phrase en langue soutenue pour exprimer ta surprise.
</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Réécris ce que dit chaque personnage dans un niveau de langue courant.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
Fais gaffe, tu vas te casser la figure !
</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Recopie uniquement les phrases justes.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Un mot peut avoir plusieurs sens.</li>
     <li>b. La phrase aide à comprendre le sens d’un mot.</li>
     <li>c. Je peux chercher dans le dictionnaire pour trouver tous les sens d’un mot.</li>
     <li>d. Le sens d’un texte ne permet pas de comprendre le sens d’un mot.</li>
     <li>e. Le mot vase n’a qu’un seul sens.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CochePhrase
"<exercice>
  <consigne>
Pour chacune des phrases, écris un mot qui évoquera son domaine.
  </consigne>
  <modele>
Les antibiotiques sont capables de détruire les microbes. ➞ médecine
  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Il faut d’abord installer le logiciel sur l’ordinateur.</li>
     <li>b. L’orchestre se compose des cordes, des vents et des cuivres.</li>
     <li>c. Les cumulus annoncent l’orage.</li>
     <li>d. La forêt-noire est un gâteau au chocolat.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformePhrase
"<exercice>
  <consigne>
Retrouve les deux sens des mots en gras. Pour cela, transforme chaque phrase en utilisant un mot de la liste.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
addition ◆ courrier ◆ résultat ◆ caractère
   <ol>
     <li>a. Je lui ai écrit une longue lettre.</li>
     <li>b. Connais-tu l’ordre des lettres sur un clavier ?</li>
     <li>c. Le serveur nous a apporté la note.</li>
     <li>d. Quelle est ta meilleure note en français ?</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",EditPhrase
"<exercice>
  <consigne>
Retrouve les deux sens des mots en gras. Pour cela, transforme chaque phrase en utilisant un mot de la liste.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
galerie souterraine ◆ passage ◆ pointe ◆ encolure
   <ol>
     <li>a. Il aime porter ses chemises avec le col ouvert.</li>
     <li>b. Franchir ce col en hiver est difficile.</li>
     <li>c. La mine de son crayon s’est cassée.</li>
     <li>d. Le travail dans la mine est dangereux.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",EditPhrase
"<exercice>
  <consigne>
Rechercher dans le dictionnaire les différents sens des mots suivants.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
un filet ◆ une chemise ◆ une pellicule ◆ une souris ◆ une affaire ◆ un bleu ◆ une charcuterie ◆ une fève

  </enonce>
<rest>

</rest>
</exercice>",TransformeMot
"<exercice>
  <consigne>
Trouve deux sens différents pour chaque mot représenté. Emploie chacun d’eux dans une phrase.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",RCImage
"<exercice>
  <consigne>
Écris deux phrases en utilisant le mot chaîne dans deux sens différents.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Écris le sens qui correspond à chacun des mots en gras dans ces phrases.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
A) Ce goujat s’est très mal comporté à votre égard.
   <ol>
     <li>a. Petit poisson des rivières.</li>
     <li>a. Exercice de mathématiques.</li>
     <li>a. Partie intérieur de la main.</li>
     <li>b. Personne grossière.</li>
     <li>b. Vêtement qui couvre les jambes.</li>
     <li>b. Habitation faite de branches et de terre.</li>
     <li>c. Fromage à pâte cuite. B) L’athlète a remporté le pentathlon.</li>
     <li>c. Compétition sportive qui comprend cinq épreuves. C) Le castor vit dans une hutte qu’il a fabriquée.</li>
     <li>c. Fenêtre ronde sur les bateaux.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CocheGroupeMots
"<exercice>
  <consigne>
Trouve le sens des mots en gras en t’aidant du contexte.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. La superficie de la forêt amazonienne diminue en raison de la déforestation.</li>
     <li>b. Le trafic routier a augmenté avec le développement de l’automobile.</li>
     <li>c. Les métropoles regroupent l’essentiel de la population et des activités.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformePhrase
"<exercice>
  <consigne>

  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
À l'oral Imagine un mot qui n’existe pas. Fais deviner à tes camarades ce qu’il signifie en l’employant dans une phrase. Je vais gloutiner une pizza.
</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>

  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
a. Choisis un mot qui peut avoir plusieurs sens. b. Écris un petit texte dans lequel le mot apparaît deux fois dans deux contextes différents.
</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Indique si chaque expression en gras est au sens propre ou au sens figuré.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

     <li>a. Il a eu si peur qu’il a pris ses jambes</li>

  </enonce>
<rest>
à son cou. b. Il s’est cassé la jambe en tombant à vélo. c. J’ai heurté le vase en passant, il s’est cassé. d. Personne n’a voulu l’écouter : il s’est heurté à un mur. e. Cette personne a la langue bien pendue. f. Arrête de tirer la langue.
</rest>
</exercice>",Classe
"<exercice>
  <consigne>
Indique si les mots en gras sont utilisés au sens propre ou au sens figuré.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Les monuments de la ville sont éclairés la nuit.</li>
     <li>b. Son visage rayonnait de bonheur.</li>
     <li>c. Son passage à la maison fut un bref éclair.</li>
     <li>d. Ses explications ont fait toute la lumière sur l’énigme.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Recopie les phrases dans lesquelles les mots en gras sont au sens figuré.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Il marche sur la pointe des pieds.</li>
     <li>b. La pointe de l’épée est dangereuse.</li>
     <li>c. Malgré tous nos efforts, le projet piétine.</li>
     <li>d. Ne piétine pas mes plantations ! dit le jardinier.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CochePhrase
"<exercice>
  <consigne>
Associe le début de chaque expression au mot qui convient.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. rapide comme 1. un linge</li>
     <li>b. têtu comme 2. l’éclair</li>
     <li>c. sourd comme 3. une mule</li>
     <li>d. blanc comme 4. un pot</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Associe
"<exercice>
  <consigne>
Recopie chaque mot encadré. Associe- le à son sens propre et à son sens figuré.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
sommet étoile bouleverser approfondir
   <ol>
     <li>a. Vedette de cinéma.</li>
     <li>b. Point le plus élevé d’une montagne.</li>
     <li>c. Mettre dans un grand désordre.</li>
     <li>d. Réunion entre chefs d’État de plusieurs pays.</li>
     <li>e. Causer une vive émotion.</li>
     <li>f. Étudier en détail.</li>
     <li>g. Rendre plus profond.</li>
     <li>h. Astre qui brille dans le ciel.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Associe
"<exercice>
  <consigne>
Donne le sens du mot feu dans chaque phrase.
  </consigne>
  <modele>

  </modele>
  <noteSC>
Tu peux t’aider d’un dictionnaire.
  </noteSC>
  <enonce>

   <ol>
     <li>a. Les pompiers ont mis toute la nuit à éteindre le feu.</li>
     <li>b. La recette conseille une cuisson à feu vif.</li>
     <li>c. Les cristaux brillent de mille feux.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformePhrase
"<exercice>
  <consigne>
Écris deux phrases pour chaque mot : une qui l’emploie au sens propre, l’autre au sens figuré.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
une tortue un rena rd
</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Emploie chaque mot ou groupe de mots en gras dans une phrase où il aura un sens propre.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Ce doux rêveur est souvent dans les nuages.</li>
     <li>b. Ce petit mot gentil lui réchauffera le cœur.</li>
     <li>c. Une armée de journalistes est venue photographier la vedette.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformePhrase
"<exercice>
  <consigne>
Trouve le sens de ces expressions. Emploie l’une d’entre elles dans une phrase.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. casser les pieds</li>
     <li>b. se lever du mauvais pied</li>
     <li>c. avoir les yeux plus gros que le ventre</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformePhrase
"<exercice>
  <consigne>

  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
À l'oral Imagine une situation dans laquelle tu pourrais employer les expressions suivantes. J’ai la tête dans les étoiles. Je nage dans le bonheur.
</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Écris une phrase pour chaque illustration.
  </consigne>
  <modele>

  </modele>
  <noteSC>
Chaque dessin illustre une expression au sens figuré qui utilise un nom de couleur.
  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Recopie ensemble les phrases dans lesquelles le mot en gras a le même sens.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. La chute du rocher a broyé plusieurs arbres.</li>
     <li>b. Les randonneurs ont été surpris par la pluie.</li>
     <li>c. Dans beaucoup de recettes de cuisine, on écrase quelques grains de poivre.</li>
     <li>d. J’ai été étonnée d’entendre mon prénom dans la rue.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CochePhrase
"<exercice>
  <consigne>
Remplace les mots en gras par des synonymes.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Le chien grignote son os pendant des heures.</li>
     <li>b. Elle monte sur tous les rochers.</li>
     <li>c. La falaise est immense.</li>
     <li>d. Il fait la tête parce qu’il voulait rester à la maison.</li>
     <li>e. Amélie dessine un superbe paysage.</li>
     <li>f. Le chat de ma voisine est gros.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RCDouble
"<exercice>
  <consigne>
Relève les synonymes dans le texte.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
Solène a perdu la connexion internet. – Hé, hé, hé, on est coupée du monde, pas vrai ? Déconnectée, isolée, c’est pas gai ! – Je vous en supplie, haleta Solène, aidez-moi à rétablir la connexion. À l’autre bout de la ligne, la voix devint sèche, cinglante : – Tu n’as rien compris ma fille, tu es punie, exclue, rejetée. Bernard Friot, Tous pressés, © Éditions Milan.
</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Associe les noms antonymes.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. un ami 1. le bas</li>
     <li>b. l'entrée 2. la nuit</li>
     <li>c. une défaite 3. une victoire</li>
     <li>d. le haut 4. un ennemi</li>
     <li>e. le jour 5. la sortie</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Associe
"<exercice>
  <consigne>
Associe les adjectifs antonymes.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. peureux 1. lent</li>
     <li>b. rapide 2. lointain</li>
     <li>c. proche 3. gros</li>
     <li>d. mince 4. propre</li>
     <li>e. sale 5. vaillant</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Associe
"<exercice>
  <consigne>
Choisis l'antonyme qui convient pour remplacer l'adjectif sec dans chaque phrase.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
vert humide bon
   <ol>
     <li>a. Le climat de ce pays est très sec.</li>
     <li>b. Cet arbre dans le jardin est sec.</li>
     <li>c. Il a le cœur sec.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Autres
